occupation,race,employee_new,year
Sales and related occupations,Black or African American,18000,2016
Office and administrative support occupations,Black or African American,49000,2016
"Farming, fishing, and forestry occupations",Black or African American,13000,2016
Construction and extraction occupations,Black or African American,5000,2016
"Installation, maintenance, and repair occupations",Black or African American,15000,2016
Production occupations,Black or African American,323000,2016
Transportation and material moving occupations,Black or African American,118000,2016
"Management, business, and financial operations occupations",Black or African American,104000,2016
Professional and related occupations,Black or African American,106000,2016
Protective service occupations,Black or African American,9000,2016
"Service occupations, except protective",Black or African American,93000,2016
Sales and related occupations,Black or African American,1100000,2016
Office and administrative support occupations,Black or African American,479000,2016
"Farming, fishing, and forestry occupations",Black or African American,6000,2016
Construction and extraction occupations,Black or African American,9000,2016
"Installation, maintenance, and repair occupations",Black or African American,56000,2016
Production occupations,Black or African American,60000,2016
Transportation and material moving occupations,Black or African American,268000,2016
"Management, business, and financial operations occupations",Black or African American,33000,2016
Professional and related occupations,Black or African American,14000,2016
Protective service occupations,Black or African American,0,2016
"Service occupations, except protective",Black or African American,7000,2016
Sales and related occupations,Black or African American,63000,2016
Office and administrative support occupations,Black or African American,60000,2016
"Farming, fishing, and forestry occupations",Black or African American,6000,2016
Construction and extraction occupations,Black or African American,2000,2016
"Installation, maintenance, and repair occupations",Black or African American,7000,2016
Production occupations,Black or African American,13000,2016
Transportation and material moving occupations,Black or African American,100000,2016
"Management, business, and financial operations occupations",Black or African American,71000,2016
Professional and related occupations,Black or African American,91000,2016
Protective service occupations,Black or African American,9000,2016
"Service occupations, except protective",Black or African American,86000,2016
Sales and related occupations,Black or African American,1037000,2016
Office and administrative support occupations,Black or African American,419000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,7000,2016
"Installation, maintenance, and repair occupations",Black or African American,49000,2016
Production occupations,Black or African American,47000,2016
Transportation and material moving occupations,Black or African American,167000,2016
"Management, business, and financial operations occupations",Black or African American,85000,2016
Professional and related occupations,Black or African American,34000,2016
Protective service occupations,Black or African American,5000,2016
"Service occupations, except protective",Black or African American,24000,2016
Sales and related occupations,Black or African American,17000,2016
Office and administrative support occupations,Black or African American,335000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,21000,2016
"Installation, maintenance, and repair occupations",Black or African American,45000,2016
Production occupations,Black or African American,48000,2016
Transportation and material moving occupations,Black or African American,828000,2016
"Management, business, and financial operations occupations",Black or African American,53000,2016
Professional and related occupations,Black or African American,78000,2016
Protective service occupations,Black or African American,1000,2016
"Service occupations, except protective",Black or African American,14000,2016
Sales and related occupations,Black or African American,48000,2016
Office and administrative support occupations,Black or African American,74000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,0,2016
"Installation, maintenance, and repair occupations",Black or African American,44000,2016
Production occupations,Black or African American,3000,2016
Transportation and material moving occupations,Black or African American,3000,2016
"Management, business, and financial operations occupations",Black or African American,372000,2016
Professional and related occupations,Black or African American,68000,2016
Protective service occupations,Black or African American,14000,2016
"Service occupations, except protective",Black or African American,55000,2016
Sales and related occupations,Black or African American,191000,2016
Office and administrative support occupations,Black or African American,302000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,5000,2016
"Installation, maintenance, and repair occupations",Black or African American,39000,2016
Production occupations,Black or African American,8000,2016
Transportation and material moving occupations,Black or African American,24000,2016
"Management, business, and financial operations occupations",Black or African American,319000,2016
Professional and related occupations,Black or African American,346000,2016
Protective service occupations,Black or African American,180000,2016
"Service occupations, except protective",Black or African American,329000,2016
Sales and related occupations,Black or African American,64000,2016
Office and administrative support occupations,Black or African American,318000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,21000,2016
"Installation, maintenance, and repair occupations",Black or African American,27000,2016
Production occupations,Black or African American,56000,2016
Transportation and material moving occupations,Black or African American,125000,2016
"Management, business, and financial operations occupations",Black or African American,439000,2016
Professional and related occupations,Black or African American,2148000,2016
Protective service occupations,Black or African American,62000,2016
"Service occupations, except protective",Black or African American,1837000,2016
Sales and related occupations,Black or African American,17000,2016
Office and administrative support occupations,Black or African American,453000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,8000,2016
"Installation, maintenance, and repair occupations",Black or African American,23000,2016
Production occupations,Black or African American,28000,2016
Transportation and material moving occupations,Black or African American,88000,2016
"Management, business, and financial operations occupations",Black or African American,164000,2016
Professional and related occupations,Black or African American,85000,2016
Protective service occupations,Black or African American,29000,2016
"Service occupations, except protective",Black or African American,1131000,2016
Sales and related occupations,Black or African American,234000,2016
Office and administrative support occupations,Black or African American,83000,2016
"Farming, fishing, and forestry occupations",Black or African American,1000,2016
Construction and extraction occupations,Black or African American,5000,2016
"Installation, maintenance, and repair occupations",Black or African American,9000,2016
Production occupations,Black or African American,16000,2016
Transportation and material moving occupations,Black or African American,32000,2016
"Management, business, and financial operations occupations",Black or African American,74000,2016
Professional and related occupations,Black or African American,111000,2016
Protective service occupations,Black or African American,2000,2016
"Service occupations, except protective",Black or African American,313000,2016
Sales and related occupations,Black or African American,29000,2016
Office and administrative support occupations,Black or African American,51000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,1000,2016
"Installation, maintenance, and repair occupations",Black or African American,92000,2016
Production occupations,Black or African American,52000,2016
Transportation and material moving occupations,Black or African American,54000,2016
"Management, business, and financial operations occupations",Black or African American,74000,2016
Professional and related occupations,Black or African American,110000,2016
Protective service occupations,Black or African American,2000,2016
"Service occupations, except protective",Black or African American,262000,2016
Sales and related occupations,Black or African American,29000,2016
Office and administrative support occupations,Black or African American,50000,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,1000,2016
"Installation, maintenance, and repair occupations",Black or African American,92000,2016
Production occupations,Black or African American,51000,2016
Transportation and material moving occupations,Black or African American,52000,2016
"Management, business, and financial operations occupations",Black or African American,0,2016
Professional and related occupations,Black or African American,1000,2016
Protective service occupations,Black or African American,0,2016
"Service occupations, except protective",Black or African American,51000,2016
Sales and related occupations,Black or African American,0,2016
Office and administrative support occupations,Black or African American,0,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,0,2016
"Installation, maintenance, and repair occupations",Black or African American,0,2016
Production occupations,Black or African American,0,2016
Transportation and material moving occupations,Black or African American,2000,2016
"Management, business, and financial operations occupations",Black or African American,228000,2016
Professional and related occupations,Black or African American,260000,2016
Protective service occupations,Black or African American,283000,2016
"Service occupations, except protective",Black or African American,69000,2016
Sales and related occupations,Black or African American,11000,2016
Office and administrative support occupations,Black or African American,237000,2016
"Farming, fishing, and forestry occupations",Black or African American,2000,2016
Construction and extraction occupations,Black or African American,10000,2016
"Installation, maintenance, and repair occupations",Black or African American,15000,2016
Production occupations,Black or African American,9000,2016
Transportation and material moving occupations,Black or African American,22000,2016
"Management, business, and financial operations occupations",Asian,11000,2016
Professional and related occupations,Asian,1000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,1000,2016
Sales and related occupations,Asian,0,2016
Office and administrative support occupations,Asian,1000,2016
"Farming, fishing, and forestry occupations",Asian,12000,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,0,2016
Production occupations,Asian,1000,2016
Transportation and material moving occupations,Asian,2000,2016
"Management, business, and financial operations occupations",Asian,8000,2016
Professional and related occupations,Asian,7000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,0,2016
Sales and related occupations,Asian,0,2016
Office and administrative support occupations,Asian,2000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,0,2016
Production occupations,Asian,0,2016
Transportation and material moving occupations,Asian,1000,2016
"Management, business, and financial operations occupations",Asian,37000,2016
Professional and related occupations,Asian,20000,2016
Protective service occupations,Asian,1000,2016
"Service occupations, except protective",Asian,1000,2016
Sales and related occupations,Asian,4000,2016
Office and administrative support occupations,Asian,10000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,111000,2016
"Installation, maintenance, and repair occupations",Asian,10000,2016
Production occupations,Asian,2000,2016
Transportation and material moving occupations,Asian,2000,2016
"Management, business, and financial operations occupations",Asian,201000,2016
Professional and related occupations,Asian,310000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,10000,2016
Sales and related occupations,Asian,36000,2016
Office and administrative support occupations,Asian,44000,2016
"Farming, fishing, and forestry occupations",Asian,3000,2016
Construction and extraction occupations,Asian,4000,2016
"Installation, maintenance, and repair occupations",Asian,21000,2016
Production occupations,Asian,377000,2016
Transportation and material moving occupations,Asian,36000,2016
"Management, business, and financial operations occupations",Asian,130000,2016
Professional and related occupations,Asian,238000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,4000,2016
Sales and related occupations,Asian,19000,2016
Office and administrative support occupations,Asian,26000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,4000,2016
"Installation, maintenance, and repair occupations",Asian,18000,2016
Production occupations,Asian,238000,2016
Transportation and material moving occupations,Asian,14000,2016
"Management, business, and financial operations occupations",Asian,71000,2016
Professional and related occupations,Asian,73000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,6000,2016
Sales and related occupations,Asian,17000,2016
Office and administrative support occupations,Asian,18000,2016
"Farming, fishing, and forestry occupations",Asian,3000,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,3000,2016
Production occupations,Asian,139000,2016
Transportation and material moving occupations,Asian,22000,2016
"Management, business, and financial operations occupations",Asian,110000,2016
Professional and related occupations,Asian,151000,2016
Protective service occupations,Asian,2000,2016
"Service occupations, except protective",Asian,34000,2016
Sales and related occupations,Asian,599000,2016
Office and administrative support occupations,Asian,161000,2016
"Farming, fishing, and forestry occupations",Asian,2000,2016
Construction and extraction occupations,Asian,1000,2016
"Installation, maintenance, and repair occupations",Asian,24000,2016
Production occupations,Asian,40000,2016
Transportation and material moving occupations,Asian,69000,2016
"Management, business, and financial operations occupations",Asian,57000,2016
Professional and related occupations,Asian,20000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,1000,2016
Sales and related occupations,Asian,74000,2016
Office and administrative support occupations,Asian,33000,2016
"Farming, fishing, and forestry occupations",Asian,2000,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,3000,2016
Production occupations,Asian,5000,2016
Transportation and material moving occupations,Asian,24000,2016
"Management, business, and financial operations occupations",Asian,53000,2016
Professional and related occupations,Asian,131000,2016
Protective service occupations,Asian,2000,2016
"Service occupations, except protective",Asian,33000,2016
Sales and related occupations,Asian,524000,2016
Office and administrative support occupations,Asian,128000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,1000,2016
"Installation, maintenance, and repair occupations",Asian,21000,2016
Production occupations,Asian,35000,2016
Transportation and material moving occupations,Asian,45000,2016
"Management, business, and financial operations occupations",Asian,56000,2016
Professional and related occupations,Asian,32000,2016
Protective service occupations,Asian,1000,2016
"Service occupations, except protective",Asian,8000,2016
Sales and related occupations,Asian,3000,2016
Office and administrative support occupations,Asian,106000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,5000,2016
"Installation, maintenance, and repair occupations",Asian,16000,2016
Production occupations,Asian,6000,2016
Transportation and material moving occupations,Asian,191000,2016
"Management, business, and financial operations occupations",Asian,46000,2016
Professional and related occupations,Asian,120000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,4000,2016
Sales and related occupations,Asian,14000,2016
Office and administrative support occupations,Asian,15000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,10000,2016
Production occupations,Asian,5000,2016
Transportation and material moving occupations,Asian,0,2016
"Management, business, and financial operations occupations",Asian,305000,2016
Professional and related occupations,Asian,166000,2016
Protective service occupations,Asian,4000,2016
"Service occupations, except protective",Asian,14000,2016
Sales and related occupations,Asian,112000,2016
Office and administrative support occupations,Asian,119000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,1000,2016
"Installation, maintenance, and repair occupations",Asian,5000,2016
Production occupations,Asian,2000,2016
Transportation and material moving occupations,Asian,2000,2016
"Management, business, and financial operations occupations",Asian,430000,2016
Professional and related occupations,Asian,816000,2016
Protective service occupations,Asian,27000,2016
"Service occupations, except protective",Asian,60000,2016
Sales and related occupations,Asian,30000,2016
Office and administrative support occupations,Asian,108000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,6000,2016
"Installation, maintenance, and repair occupations",Asian,10000,2016
Production occupations,Asian,18000,2016
Transportation and material moving occupations,Asian,11000,2016
"Management, business, and financial operations occupations",Asian,148000,2016
Professional and related occupations,Asian,1329000,2016
Protective service occupations,Asian,4000,2016
"Service occupations, except protective",Asian,383000,2016
Sales and related occupations,Asian,6000,2016
Office and administrative support occupations,Asian,156000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,2000,2016
"Installation, maintenance, and repair occupations",Asian,9000,2016
Production occupations,Asian,12000,2016
Transportation and material moving occupations,Asian,9000,2016
"Management, business, and financial operations occupations",Asian,193000,2016
Professional and related occupations,Asian,44000,2016
Protective service occupations,Asian,7000,2016
"Service occupations, except protective",Asian,519000,2016
Sales and related occupations,Asian,75000,2016
Office and administrative support occupations,Asian,47000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,2000,2016
"Installation, maintenance, and repair occupations",Asian,6000,2016
Production occupations,Asian,6000,2016
Transportation and material moving occupations,Asian,19000,2016
"Management, business, and financial operations occupations",Asian,36000,2016
Professional and related occupations,Asian,60000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,333000,2016
Sales and related occupations,Asian,22000,2016
Office and administrative support occupations,Asian,26000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,41000,2016
Production occupations,Asian,31000,2016
Transportation and material moving occupations,Asian,12000,2016
"Management, business, and financial operations occupations",Asian,36000,2016
Professional and related occupations,Asian,60000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,304000,2016
Sales and related occupations,Asian,22000,2016
Office and administrative support occupations,Asian,26000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,41000,2016
Production occupations,Asian,31000,2016
Transportation and material moving occupations,Asian,11000,2016
"Management, business, and financial operations occupations",Asian,0,2016
Professional and related occupations,Asian,0,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,29000,2016
Sales and related occupations,Asian,0,2016
Office and administrative support occupations,Asian,0,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,0,2016
Production occupations,Asian,0,2016
Transportation and material moving occupations,Asian,1000,2016
"Management, business, and financial operations occupations",Asian,69000,2016
Professional and related occupations,Asian,113000,2016
Protective service occupations,Asian,41000,2016
"Service occupations, except protective",Asian,29000,2016
Sales and related occupations,Asian,2000,2016
Office and administrative support occupations,Asian,44000,2016
"Farming, fishing, and forestry occupations",Asian,2000,2016
Construction and extraction occupations,Asian,2000,2016
"Installation, maintenance, and repair occupations",Asian,4000,2016
Production occupations,Asian,1000,2016
Transportation and material moving occupations,Asian,3000,2016
"Management, business, and financial operations occupations",White,1052000,2015
Professional and related occupations,White,47000,2015
Protective service occupations,White,13000,2015
"Service occupations, except protective",White,87000,2015
Sales and related occupations,White,17000,2015
Office and administrative support occupations,White,83000,2015
"Farming, fishing, and forestry occupations",White,820000,2015
Construction and extraction occupations,White,13000,2015
"Installation, maintenance, and repair occupations",White,30000,2015
Production occupations,White,25000,2015
Transportation and material moving occupations,White,77000,2015
"Management, business, and financial operations occupations",White,130000,2015
Professional and related occupations,White,130000,2015
Protective service occupations,White,1000,2015
"Service occupations, except protective",White,3000,2015
Sales and related occupations,White,12000,2015
Office and administrative support occupations,White,64000,2015
"Farming, fishing, and forestry occupations",White,1000,2015
Construction and extraction occupations,White,268000,2015
"Installation, maintenance, and repair occupations",White,65000,2015
Production occupations,White,53000,2015
Transportation and material moving occupations,White,90000,2015
"Management, business, and financial operations occupations",White,1614000,2015
Professional and related occupations,White,202000,2015
Protective service occupations,White,7000,2015
"Service occupations, except protective",White,33000,2015
Sales and related occupations,White,94000,2015
Office and administrative support occupations,White,454000,2015
"Farming, fishing, and forestry occupations",White,3000,2015
Construction and extraction occupations,White,5611000,2015
"Installation, maintenance, and repair occupations",White,475000,2015
Production occupations,White,127000,2015
Transportation and material moving occupations,White,214000,2015
"Management, business, and financial operations occupations",White,2293000,2015
Professional and related occupations,White,1687000,2015
Protective service occupations,White,25000,2015
"Service occupations, except protective",White,150000,2015
Sales and related occupations,White,593000,2015
Office and administrative support occupations,White,1063000,2015
"Farming, fishing, and forestry occupations",White,41000,2015
Construction and extraction occupations,White,275000,2015
"Installation, maintenance, and repair occupations",White,606000,2015
Production occupations,White,4710000,2015
Transportation and material moving occupations,White,972000,2015
"Management, business, and financial operations occupations",White,1474000,2015
Professional and related occupations,White,1213000,2015
Protective service occupations,White,13000,2015
"Service occupations, except protective",White,68000,2015
Sales and related occupations,White,332000,2015
Office and administrative support occupations,White,640000,2015
"Farming, fishing, and forestry occupations",White,4000,2015
Construction and extraction occupations,White,223000,2015
"Installation, maintenance, and repair occupations",White,385000,2015
Production occupations,White,3042000,2015
Transportation and material moving occupations,White,538000,2015
"Management, business, and financial operations occupations",White,819000,2015
Professional and related occupations,White,474000,2015
Protective service occupations,White,12000,2015
"Service occupations, except protective",White,83000,2015
Sales and related occupations,White,261000,2015
Office and administrative support occupations,White,423000,2015
"Farming, fishing, and forestry occupations",White,37000,2015
Construction and extraction occupations,White,52000,2015
"Installation, maintenance, and repair occupations",White,221000,2015
Production occupations,White,1668000,2015
Transportation and material moving occupations,White,433000,2015
"Management, business, and financial operations occupations",White,1225000,2015
Professional and related occupations,White,845000,2015
Protective service occupations,White,57000,2015
"Service occupations, except protective",White,527000,2015
Sales and related occupations,White,8111000,2015
Office and administrative support occupations,White,2580000,2015
"Farming, fishing, and forestry occupations",White,52000,2015
Construction and extraction occupations,White,92000,2015
"Installation, maintenance, and repair occupations",White,683000,2015
Production occupations,White,488000,2015
Transportation and material moving occupations,White,1536000,2015
"Management, business, and financial operations occupations",White,454000,2015
Professional and related occupations,White,130000,2015
Protective service occupations,White,3000,2015
"Service occupations, except protective",White,33000,2015
Sales and related occupations,White,1158000,2015
Office and administrative support occupations,White,480000,2015
"Farming, fishing, and forestry occupations",White,42000,2015
Construction and extraction occupations,White,26000,2015
"Installation, maintenance, and repair occupations",White,118000,2015
Production occupations,White,86000,2015
Transportation and material moving occupations,White,532000,2015
"Management, business, and financial operations occupations",White,771000,2015
Professional and related occupations,White,715000,2015
Protective service occupations,White,54000,2015
"Service occupations, except protective",White,494000,2015
Sales and related occupations,White,6953000,2015
Office and administrative support occupations,White,2100000,2015
"Farming, fishing, and forestry occupations",White,10000,2015
Construction and extraction occupations,White,66000,2015
"Installation, maintenance, and repair occupations",White,565000,2015
Production occupations,White,402000,2015
Transportation and material moving occupations,White,1004000,2015
"Management, business, and financial operations occupations",White,651000,2015
Professional and related occupations,White,293000,2015
Protective service occupations,White,22000,2015
"Service occupations, except protective",White,94000,2015
Sales and related occupations,White,86000,2015
Office and administrative support occupations,White,1165000,2015
"Farming, fishing, and forestry occupations",White,4000,2015
Construction and extraction occupations,White,142000,2015
"Installation, maintenance, and repair occupations",White,410000,2015
Production occupations,White,272000,2015
Transportation and material moving occupations,White,2619000,2015
"Management, business, and financial operations occupations",White,492000,2015
Professional and related occupations,White,868000,2015
Protective service occupations,White,11000,2015
"Service occupations, except protective",White,56000,2015
Sales and related occupations,White,262000,2015
Office and administrative support occupations,White,330000,2015
"Farming, fishing, and forestry occupations",White,0,2015
Construction and extraction occupations,White,5000,2015
"Installation, maintenance, and repair occupations",White,231000,2015
Production occupations,White,37000,2015
Transportation and material moving occupations,White,31000,2015
"Management, business, and financial operations occupations",White,3397000,2015
Professional and related occupations,White,605000,2015
Protective service occupations,White,42000,2015
"Service occupations, except protective",White,239000,2015
Sales and related occupations,White,1885000,2015
Office and administrative support occupations,White,1720000,2015
"Farming, fishing, and forestry occupations",White,1000,2015
Construction and extraction occupations,White,29000,2015
"Installation, maintenance, and repair occupations",White,177000,2015
Production occupations,White,23000,2015
Transportation and material moving occupations,White,78000,2015
"Management, business, and financial operations occupations",White,3564000,2015
Professional and related occupations,White,4361000,2015
Protective service occupations,White,330000,2015
"Service occupations, except protective",White,2229000,2015
Sales and related occupations,White,526000,2015
Office and administrative support occupations,White,1770000,2015
"Farming, fishing, and forestry occupations",White,11000,2015
Construction and extraction occupations,White,140000,2015
"Installation, maintenance, and repair occupations",White,236000,2015
Production occupations,White,286000,2015
Transportation and material moving occupations,White,427000,2015
"Management, business, and financial operations occupations",White,2620000,2015
Professional and related occupations,White,14842000,2015
Protective service occupations,White,124000,2015
"Service occupations, except protective",White,4615000,2015
Sales and related occupations,White,91000,2015
Office and administrative support occupations,White,2790000,2015
"Farming, fishing, and forestry occupations",White,1000,2015
Construction and extraction occupations,White,72000,2015
"Installation, maintenance, and repair occupations",White,193000,2015
Production occupations,White,125000,2015
Transportation and material moving occupations,White,288000,2015
"Management, business, and financial operations occupations",White,1512000,2015
Professional and related occupations,White,759000,2015
Protective service occupations,White,142000,2015
"Service occupations, except protective",White,6470000,2015
Sales and related occupations,White,681000,2015
Office and administrative support occupations,White,513000,2015
"Farming, fishing, and forestry occupations",White,3000,2015
Construction and extraction occupations,White,27000,2015
"Installation, maintenance, and repair occupations",White,91000,2015
Production occupations,White,105000,2015
Transportation and material moving occupations,White,236000,2015
"Management, business, and financial operations occupations",White,540000,2015
Professional and related occupations,White,827000,2015
Protective service occupations,White,11000,2015
"Service occupations, except protective",White,1996000,2015
Sales and related occupations,White,315000,2015
Office and administrative support occupations,White,529000,2015
"Farming, fishing, and forestry occupations",White,3000,2015
Construction and extraction occupations,White,19000,2015
"Installation, maintenance, and repair occupations",White,990000,2015
Production occupations,White,334000,2015
Transportation and material moving occupations,White,230000,2015
"Management, business, and financial operations occupations",White,534000,2015
Professional and related occupations,White,824000,2015
Protective service occupations,White,11000,2015
"Service occupations, except protective",White,1363000,2015
Sales and related occupations,White,314000,2015
Office and administrative support occupations,White,526000,2015
"Farming, fishing, and forestry occupations",White,3000,2015
Construction and extraction occupations,White,18000,2015
"Installation, maintenance, and repair occupations",White,990000,2015
Production occupations,White,333000,2015
Transportation and material moving occupations,White,221000,2015
"Management, business, and financial operations occupations",White,6000,2015
Professional and related occupations,White,3000,2015
Protective service occupations,White,0,2015
"Service occupations, except protective",White,633000,2015
Sales and related occupations,White,0,2015
Office and administrative support occupations,White,3000,2015
"Farming, fishing, and forestry occupations",White,0,2015
Construction and extraction occupations,White,1000,2015
"Installation, maintenance, and repair occupations",White,1000,2015
Production occupations,White,1000,2015
Transportation and material moving occupations,White,9000,2015
"Management, business, and financial operations occupations",White,950000,2015
Professional and related occupations,White,1253000,2015
Protective service occupations,White,1535000,2015
"Service occupations, except protective",White,241000,2015
Sales and related occupations,White,22000,2015
Office and administrative support occupations,White,892000,2015
"Farming, fishing, and forestry occupations",White,17000,2015
Construction and extraction occupations,White,59000,2015
"Installation, maintenance, and repair occupations",White,92000,2015
Production occupations,White,45000,2015
Transportation and material moving occupations,White,67000,2015
"Management, business, and financial operations occupations",Black or African American,9000,2015
Professional and related occupations,Black or African American,1000,2015
Protective service occupations,Black or African American,4000,2015
"Service occupations, except protective",Black or African American,1000,2015
Sales and related occupations,Black or African American,0,2015
Office and administrative support occupations,Black or African American,2000,2015
"Farming, fishing, and forestry occupations",Black or African American,34000,2015
Construction and extraction occupations,Black or African American,0,2015
"Installation, maintenance, and repair occupations",Black or African American,0,2015
Production occupations,Black or African American,3000,2015
Transportation and material moving occupations,Black or African American,11000,2015
"Management, business, and financial operations occupations",Black or African American,8000,2015
Professional and related occupations,Black or African American,4000,2015
Protective service occupations,Black or African American,0,2015
"Service occupations, except protective",Black or African American,1000,2015
Sales and related occupations,Black or African American,0,2015
Office and administrative support occupations,Black or African American,5000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,12000,2015
"Installation, maintenance, and repair occupations",Black or African American,2000,2015
Production occupations,Black or African American,5000,2015
Transportation and material moving occupations,Black or African American,7000,2015
"Management, business, and financial operations occupations",Black or African American,63000,2015
Professional and related occupations,Black or African American,14000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,4000,2015
Sales and related occupations,Black or African American,2000,2015
Office and administrative support occupations,Black or African American,26000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,420000,2015
"Installation, maintenance, and repair occupations",Black or African American,32000,2015
Production occupations,Black or African American,11000,2015
Transportation and material moving occupations,Black or African American,18000,2015
"Management, business, and financial operations occupations",Black or African American,121000,2015
Professional and related occupations,Black or African American,133000,2015
Protective service occupations,Black or African American,5000,2015
"Service occupations, except protective",Black or African American,27000,2015
Sales and related occupations,Black or African American,31000,2015
Office and administrative support occupations,Black or African American,116000,2015
"Farming, fishing, and forestry occupations",Black or African American,10000,2015
Construction and extraction occupations,Black or African American,15000,2015
"Installation, maintenance, and repair occupations",Black or African American,41000,2015
Production occupations,Black or African American,777000,2015
Transportation and material moving occupations,Black or African American,217000,2015
"Management, business, and financial operations occupations",Black or African American,65000,2015
Professional and related occupations,Black or African American,83000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,15000,2015
Sales and related occupations,Black or African American,12000,2015
Office and administrative support occupations,Black or African American,69000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,11000,2015
"Installation, maintenance, and repair occupations",Black or African American,22000,2015
Production occupations,Black or African American,436000,2015
Transportation and material moving occupations,Black or African American,122000,2015
"Management, business, and financial operations occupations",Black or African American,57000,2015
Professional and related occupations,Black or African American,50000,2015
Protective service occupations,Black or African American,2000,2015
"Service occupations, except protective",Black or African American,12000,2015
Sales and related occupations,Black or African American,20000,2015
Office and administrative support occupations,Black or African American,48000,2015
"Farming, fishing, and forestry occupations",Black or African American,10000,2015
Construction and extraction occupations,Black or African American,3000,2015
"Installation, maintenance, and repair occupations",Black or African American,19000,2015
Production occupations,Black or African American,341000,2015
Transportation and material moving occupations,Black or African American,95000,2015
"Management, business, and financial operations occupations",Black or African American,89000,2015
Professional and related occupations,Black or African American,112000,2015
Protective service occupations,Black or African American,14000,2015
"Service occupations, except protective",Black or African American,99000,2015
Sales and related occupations,Black or African American,1127000,2015
Office and administrative support occupations,Black or African American,458000,2015
"Farming, fishing, and forestry occupations",Black or African American,7000,2015
Construction and extraction occupations,Black or African American,9000,2015
"Installation, maintenance, and repair occupations",Black or African American,48000,2015
Production occupations,Black or African American,76000,2015
Transportation and material moving occupations,Black or African American,272000,2015
"Management, business, and financial operations occupations",Black or African American,25000,2015
Professional and related occupations,Black or African American,15000,2015
Protective service occupations,Black or African American,0,2015
"Service occupations, except protective",Black or African American,7000,2015
Sales and related occupations,Black or African American,57000,2015
Office and administrative support occupations,Black or African American,68000,2015
