occupation,race,employee_new,year
"Service occupations, except protective",Black or African American,51000,2016
Sales and related occupations,Black or African American,0,2016
Office and administrative support occupations,Black or African American,0,2016
"Farming, fishing, and forestry occupations",Black or African American,0,2016
Construction and extraction occupations,Black or African American,0,2016
"Installation, maintenance, and repair occupations",Black or African American,0,2016
Production occupations,Black or African American,0,2016
Transportation and material moving occupations,Black or African American,2000,2016
"Management, business, and financial operations occupations",Black or African American,228000,2016
Professional and related occupations,Black or African American,260000,2016
Protective service occupations,Black or African American,283000,2016
"Service occupations, except protective",Black or African American,69000,2016
Sales and related occupations,Black or African American,11000,2016
Office and administrative support occupations,Black or African American,237000,2016
"Farming, fishing, and forestry occupations",Black or African American,2000,2016
Construction and extraction occupations,Black or African American,10000,2016
"Installation, maintenance, and repair occupations",Black or African American,15000,2016
Production occupations,Black or African American,9000,2016
Transportation and material moving occupations,Black or African American,22000,2016
"Management, business, and financial operations occupations",Asian,11000,2016
Professional and related occupations,Asian,1000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,1000,2016
Sales and related occupations,Asian,0,2016
Office and administrative support occupations,Asian,1000,2016
"Farming, fishing, and forestry occupations",Asian,12000,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,0,2016
Production occupations,Asian,1000,2016
Transportation and material moving occupations,Asian,2000,2016
"Management, business, and financial operations occupations",Asian,8000,2016
Professional and related occupations,Asian,7000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,0,2016
Sales and related occupations,Asian,0,2016
Office and administrative support occupations,Asian,2000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,0,2016
Production occupations,Asian,0,2016
Transportation and material moving occupations,Asian,1000,2016
"Management, business, and financial operations occupations",Asian,37000,2016
Professional and related occupations,Asian,20000,2016
Protective service occupations,Asian,1000,2016
"Service occupations, except protective",Asian,1000,2016
Sales and related occupations,Asian,4000,2016
Office and administrative support occupations,Asian,10000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,111000,2016
"Installation, maintenance, and repair occupations",Asian,10000,2016
Production occupations,Asian,2000,2016
Transportation and material moving occupations,Asian,2000,2016
"Management, business, and financial operations occupations",Asian,201000,2016
Professional and related occupations,Asian,310000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,10000,2016
Sales and related occupations,Asian,36000,2016
Office and administrative support occupations,Asian,44000,2016
"Farming, fishing, and forestry occupations",Asian,3000,2016
Construction and extraction occupations,Asian,4000,2016
"Installation, maintenance, and repair occupations",Asian,21000,2016
Production occupations,Asian,377000,2016
Transportation and material moving occupations,Asian,36000,2016
"Management, business, and financial operations occupations",Asian,130000,2016
Professional and related occupations,Asian,238000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,4000,2016
Sales and related occupations,Asian,19000,2016
Office and administrative support occupations,Asian,26000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,4000,2016
"Installation, maintenance, and repair occupations",Asian,18000,2016
Production occupations,Asian,238000,2016
Transportation and material moving occupations,Asian,14000,2016
"Management, business, and financial operations occupations",Asian,71000,2016
Professional and related occupations,Asian,73000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,6000,2016
Sales and related occupations,Asian,17000,2016
Office and administrative support occupations,Asian,18000,2016
"Farming, fishing, and forestry occupations",Asian,3000,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,3000,2016
Production occupations,Asian,139000,2016
Transportation and material moving occupations,Asian,22000,2016
"Management, business, and financial operations occupations",Asian,110000,2016
Professional and related occupations,Asian,151000,2016
Protective service occupations,Asian,2000,2016
"Service occupations, except protective",Asian,34000,2016
Sales and related occupations,Asian,599000,2016
Office and administrative support occupations,Asian,161000,2016
"Farming, fishing, and forestry occupations",Asian,2000,2016
Construction and extraction occupations,Asian,1000,2016
"Installation, maintenance, and repair occupations",Asian,24000,2016
Production occupations,Asian,40000,2016
Transportation and material moving occupations,Asian,69000,2016
"Management, business, and financial operations occupations",Asian,57000,2016
Professional and related occupations,Asian,20000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,1000,2016
Sales and related occupations,Asian,74000,2016
Office and administrative support occupations,Asian,33000,2016
"Farming, fishing, and forestry occupations",Asian,2000,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,3000,2016
Production occupations,Asian,5000,2016
Transportation and material moving occupations,Asian,24000,2016
"Management, business, and financial operations occupations",Asian,53000,2016
Professional and related occupations,Asian,131000,2016
Protective service occupations,Asian,2000,2016
"Service occupations, except protective",Asian,33000,2016
Sales and related occupations,Asian,524000,2016
Office and administrative support occupations,Asian,128000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,1000,2016
"Installation, maintenance, and repair occupations",Asian,21000,2016
Production occupations,Asian,35000,2016
Transportation and material moving occupations,Asian,45000,2016
"Management, business, and financial operations occupations",Asian,56000,2016
Professional and related occupations,Asian,32000,2016
Protective service occupations,Asian,1000,2016
"Service occupations, except protective",Asian,8000,2016
Sales and related occupations,Asian,3000,2016
Office and administrative support occupations,Asian,106000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,5000,2016
"Installation, maintenance, and repair occupations",Asian,16000,2016
Production occupations,Asian,6000,2016
Transportation and material moving occupations,Asian,191000,2016
"Management, business, and financial operations occupations",Asian,46000,2016
Professional and related occupations,Asian,120000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,4000,2016
Sales and related occupations,Asian,14000,2016
Office and administrative support occupations,Asian,15000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,10000,2016
Production occupations,Asian,5000,2016
Transportation and material moving occupations,Asian,0,2016
"Management, business, and financial operations occupations",Asian,305000,2016
Professional and related occupations,Asian,166000,2016
Protective service occupations,Asian,4000,2016
"Service occupations, except protective",Asian,14000,2016
Sales and related occupations,Asian,112000,2016
Office and administrative support occupations,Asian,119000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,1000,2016
"Installation, maintenance, and repair occupations",Asian,5000,2016
Production occupations,Asian,2000,2016
Transportation and material moving occupations,Asian,2000,2016
"Management, business, and financial operations occupations",Asian,430000,2016
Professional and related occupations,Asian,816000,2016
Protective service occupations,Asian,27000,2016
"Service occupations, except protective",Asian,60000,2016
Sales and related occupations,Asian,30000,2016
Office and administrative support occupations,Asian,108000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,6000,2016
"Installation, maintenance, and repair occupations",Asian,10000,2016
Production occupations,Asian,18000,2016
Transportation and material moving occupations,Asian,11000,2016
"Management, business, and financial operations occupations",Asian,148000,2016
Professional and related occupations,Asian,1329000,2016
Protective service occupations,Asian,4000,2016
"Service occupations, except protective",Asian,383000,2016
Sales and related occupations,Asian,6000,2016
Office and administrative support occupations,Asian,156000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,2000,2016
"Installation, maintenance, and repair occupations",Asian,9000,2016
Production occupations,Asian,12000,2016
Transportation and material moving occupations,Asian,9000,2016
"Management, business, and financial operations occupations",Asian,193000,2016
Professional and related occupations,Asian,44000,2016
Protective service occupations,Asian,7000,2016
"Service occupations, except protective",Asian,519000,2016
Sales and related occupations,Asian,75000,2016
Office and administrative support occupations,Asian,47000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,2000,2016
"Installation, maintenance, and repair occupations",Asian,6000,2016
Production occupations,Asian,6000,2016
Transportation and material moving occupations,Asian,19000,2016
"Management, business, and financial operations occupations",Asian,36000,2016
Professional and related occupations,Asian,60000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,333000,2016
Sales and related occupations,Asian,22000,2016
Office and administrative support occupations,Asian,26000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,41000,2016
Production occupations,Asian,31000,2016
Transportation and material moving occupations,Asian,12000,2016
"Management, business, and financial operations occupations",Asian,36000,2016
Professional and related occupations,Asian,60000,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,304000,2016
Sales and related occupations,Asian,22000,2016
Office and administrative support occupations,Asian,26000,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,41000,2016
Production occupations,Asian,31000,2016
Transportation and material moving occupations,Asian,11000,2016
"Management, business, and financial operations occupations",Asian,0,2016
Professional and related occupations,Asian,0,2016
Protective service occupations,Asian,0,2016
"Service occupations, except protective",Asian,29000,2016
Sales and related occupations,Asian,0,2016
Office and administrative support occupations,Asian,0,2016
"Farming, fishing, and forestry occupations",Asian,0,2016
Construction and extraction occupations,Asian,0,2016
"Installation, maintenance, and repair occupations",Asian,0,2016
Production occupations,Asian,0,2016
Transportation and material moving occupations,Asian,1000,2016
"Management, business, and financial operations occupations",Asian,69000,2016
Professional and related occupations,Asian,113000,2016
Protective service occupations,Asian,41000,2016
"Service occupations, except protective",Asian,29000,2016
Sales and related occupations,Asian,2000,2016
Office and administrative support occupations,Asian,44000,2016
"Farming, fishing, and forestry occupations",Asian,2000,2016
Construction and extraction occupations,Asian,2000,2016
"Installation, maintenance, and repair occupations",Asian,4000,2016
Production occupations,Asian,1000,2016
Transportation and material moving occupations,Asian,3000,2016
"Management, business, and financial operations occupations",Black or African American,9000,2015
Professional and related occupations,Black or African American,1000,2015
Protective service occupations,Black or African American,4000,2015
"Service occupations, except protective",Black or African American,1000,2015
Sales and related occupations,Black or African American,0,2015
Office and administrative support occupations,Black or African American,2000,2015
"Farming, fishing, and forestry occupations",Black or African American,34000,2015
Construction and extraction occupations,Black or African American,0,2015
"Installation, maintenance, and repair occupations",Black or African American,0,2015
Production occupations,Black or African American,3000,2015
Transportation and material moving occupations,Black or African American,11000,2015
"Management, business, and financial operations occupations",Black or African American,8000,2015
Professional and related occupations,Black or African American,4000,2015
Protective service occupations,Black or African American,0,2015
"Service occupations, except protective",Black or African American,1000,2015
Sales and related occupations,Black or African American,0,2015
Office and administrative support occupations,Black or African American,5000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,12000,2015
"Installation, maintenance, and repair occupations",Black or African American,2000,2015
Production occupations,Black or African American,5000,2015
Transportation and material moving occupations,Black or African American,7000,2015
"Management, business, and financial operations occupations",Black or African American,63000,2015
Professional and related occupations,Black or African American,14000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,4000,2015
Sales and related occupations,Black or African American,2000,2015
Office and administrative support occupations,Black or African American,26000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,420000,2015
"Installation, maintenance, and repair occupations",Black or African American,32000,2015
Production occupations,Black or African American,11000,2015
Transportation and material moving occupations,Black or African American,18000,2015
"Management, business, and financial operations occupations",Black or African American,121000,2015
Professional and related occupations,Black or African American,133000,2015
Protective service occupations,Black or African American,5000,2015
"Service occupations, except protective",Black or African American,27000,2015
Sales and related occupations,Black or African American,31000,2015
Office and administrative support occupations,Black or African American,116000,2015
"Farming, fishing, and forestry occupations",Black or African American,10000,2015
Construction and extraction occupations,Black or African American,15000,2015
"Installation, maintenance, and repair occupations",Black or African American,41000,2015
Production occupations,Black or African American,777000,2015
Transportation and material moving occupations,Black or African American,217000,2015
"Management, business, and financial operations occupations",Black or African American,65000,2015
Professional and related occupations,Black or African American,83000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,15000,2015
Sales and related occupations,Black or African American,12000,2015
Office and administrative support occupations,Black or African American,69000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,11000,2015
"Installation, maintenance, and repair occupations",Black or African American,22000,2015
Production occupations,Black or African American,436000,2015
Transportation and material moving occupations,Black or African American,122000,2015
"Management, business, and financial operations occupations",Black or African American,57000,2015
Professional and related occupations,Black or African American,50000,2015
Protective service occupations,Black or African American,2000,2015
"Service occupations, except protective",Black or African American,12000,2015
Sales and related occupations,Black or African American,20000,2015
Office and administrative support occupations,Black or African American,48000,2015
"Farming, fishing, and forestry occupations",Black or African American,10000,2015
Construction and extraction occupations,Black or African American,3000,2015
"Installation, maintenance, and repair occupations",Black or African American,19000,2015
Production occupations,Black or African American,341000,2015
Transportation and material moving occupations,Black or African American,95000,2015
"Management, business, and financial operations occupations",Black or African American,89000,2015
Professional and related occupations,Black or African American,112000,2015
Protective service occupations,Black or African American,14000,2015
"Service occupations, except protective",Black or African American,99000,2015
Sales and related occupations,Black or African American,1127000,2015
Office and administrative support occupations,Black or African American,458000,2015
"Farming, fishing, and forestry occupations",Black or African American,7000,2015
Construction and extraction occupations,Black or African American,9000,2015
"Installation, maintenance, and repair occupations",Black or African American,48000,2015
Production occupations,Black or African American,76000,2015
Transportation and material moving occupations,Black or African American,272000,2015
"Management, business, and financial operations occupations",Black or African American,25000,2015
Professional and related occupations,Black or African American,15000,2015
Protective service occupations,Black or African American,0,2015
"Service occupations, except protective",Black or African American,7000,2015
Sales and related occupations,Black or African American,57000,2015
Office and administrative support occupations,Black or African American,68000,2015
"Farming, fishing, and forestry occupations",Black or African American,6000,2015
Construction and extraction occupations,Black or African American,3000,2015
"Installation, maintenance, and repair occupations",Black or African American,7000,2015
Production occupations,Black or African American,13000,2015
Transportation and material moving occupations,Black or African American,99000,2015
"Management, business, and financial operations occupations",Black or African American,65000,2015
Professional and related occupations,Black or African American,97000,2015
Protective service occupations,Black or African American,14000,2015
"Service occupations, except protective",Black or African American,92000,2015
Sales and related occupations,Black or African American,1070000,2015
Office and administrative support occupations,Black or African American,390000,2015
"Farming, fishing, and forestry occupations",Black or African American,1000,2015
Construction and extraction occupations,Black or African American,6000,2015
"Installation, maintenance, and repair occupations",Black or African American,41000,2015
Production occupations,Black or African American,64000,2015
Transportation and material moving occupations,Black or African American,173000,2015
"Management, business, and financial operations occupations",Black or African American,80000,2015
Professional and related occupations,Black or African American,32000,2015
Protective service occupations,Black or African American,11000,2015
"Service occupations, except protective",Black or African American,24000,2015
Sales and related occupations,Black or African American,11000,2015
Office and administrative support occupations,Black or African American,342000,2015
"Farming, fishing, and forestry occupations",Black or African American,1000,2015
Construction and extraction occupations,Black or African American,15000,2015
"Installation, maintenance, and repair occupations",Black or African American,52000,2015
Production occupations,Black or African American,36000,2015
Transportation and material moving occupations,Black or African American,773000,2015
"Management, business, and financial operations occupations",Black or African American,53000,2015
Professional and related occupations,Black or African American,101000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,13000,2015
Sales and related occupations,Black or African American,38000,2015
Office and administrative support occupations,Black or African American,78000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,0,2015
"Installation, maintenance, and repair occupations",Black or African American,41000,2015
Production occupations,Black or African American,4000,2015
Transportation and material moving occupations,Black or African American,7000,2015
"Management, business, and financial operations occupations",Black or African American,383000,2015
Professional and related occupations,Black or African American,68000,2015
Protective service occupations,Black or African American,7000,2015
"Service occupations, except protective",Black or African American,51000,2015
Sales and related occupations,Black or African American,144000,2015
Office and administrative support occupations,Black or African American,275000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,2000,2015
"Installation, maintenance, and repair occupations",Black or African American,28000,2015
Production occupations,Black or African American,7000,2015
Transportation and material moving occupations,Black or African American,22000,2015
"Management, business, and financial operations occupations",Black or African American,298000,2015
Professional and related occupations,Black or African American,342000,2015
Protective service occupations,Black or African American,159000,2015
"Service occupations, except protective",Black or African American,303000,2015
Sales and related occupations,Black or African American,40000,2015
Office and administrative support occupations,Black or African American,289000,2015
"Farming, fishing, and forestry occupations",Black or African American,1000,2015
Construction and extraction occupations,Black or African American,13000,2015
"Installation, maintenance, and repair occupations",Black or African American,31000,2015
Production occupations,Black or African American,54000,2015
Transportation and material moving occupations,Black or African American,122000,2015
"Management, business, and financial operations occupations",Black or African American,405000,2015
Professional and related occupations,Black or African American,2086000,2015
Protective service occupations,Black or African American,56000,2015
"Service occupations, except protective",Black or African American,1755000,2015
Sales and related occupations,Black or African American,19000,2015
Office and administrative support occupations,Black or African American,501000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,10000,2015
"Installation, maintenance, and repair occupations",Black or African American,31000,2015
Production occupations,Black or African American,30000,2015
Transportation and material moving occupations,Black or African American,75000,2015
"Management, business, and financial operations occupations",Black or African American,178000,2015
Professional and related occupations,Black or African American,85000,2015
Protective service occupations,Black or African American,19000,2015
"Service occupations, except protective",Black or African American,1089000,2015
Sales and related occupations,Black or African American,211000,2015
Office and administrative support occupations,Black or African American,91000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,4000,2015
"Installation, maintenance, and repair occupations",Black or African American,12000,2015
Production occupations,Black or African American,17000,2015
Transportation and material moving occupations,Black or African American,34000,2015
"Management, business, and financial operations occupations",Black or African American,53000,2015
Professional and related occupations,Black or African American,95000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,309000,2015
Sales and related occupations,Black or African American,29000,2015
Office and administrative support occupations,Black or African American,68000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,5000,2015
"Installation, maintenance, and repair occupations",Black or African American,77000,2015
Production occupations,Black or African American,40000,2015
Transportation and material moving occupations,Black or African American,53000,2015
"Management, business, and financial operations occupations",Black or African American,53000,2015
Professional and related occupations,Black or African American,94000,2015
Protective service occupations,Black or African American,3000,2015
"Service occupations, except protective",Black or African American,237000,2015
Sales and related occupations,Black or African American,29000,2015
Office and administrative support occupations,Black or African American,68000,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,5000,2015
"Installation, maintenance, and repair occupations",Black or African American,77000,2015
Production occupations,Black or African American,39000,2015
Transportation and material moving occupations,Black or African American,52000,2015
"Management, business, and financial operations occupations",Black or African American,0,2015
Professional and related occupations,Black or African American,1000,2015
Protective service occupations,Black or African American,0,2015
"Service occupations, except protective",Black or African American,72000,2015
Sales and related occupations,Black or African American,0,2015
Office and administrative support occupations,Black or African American,0,2015
"Farming, fishing, and forestry occupations",Black or African American,0,2015
Construction and extraction occupations,Black or African American,0,2015
"Installation, maintenance, and repair occupations",Black or African American,0,2015
Production occupations,Black or African American,1000,2015
Transportation and material moving occupations,Black or African American,0,2015
"Management, business, and financial operations occupations",Black or African American,235000,2015
Professional and related occupations,Black or African American,259000,2015
Protective service occupations,Black or African American,313000,2015
"Service occupations, except protective",Black or African American,66000,2015
Sales and related occupations,Black or African American,5000,2015
Office and administrative support occupations,Black or African American,229000,2015
"Farming, fishing, and forestry occupations",Black or African American,2000,2015
Construction and extraction occupations,Black or African American,22000,2015
"Installation, maintenance, and repair occupations",Black or African American,18000,2015
Production occupations,Black or African American,7000,2015
Transportation and material moving occupations,Black or African American,14000,2015
"Management, business, and financial operations occupations",Asian,6000,2015
Professional and related occupations,Asian,1000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,0,2015
Sales and related occupations,Asian,0,2015
Office and administrative support occupations,Asian,0,2015
"Farming, fishing, and forestry occupations",Asian,9000,2015
Construction and extraction occupations,Asian,1000,2015
"Installation, maintenance, and repair occupations",Asian,0,2015
Production occupations,Asian,0,2015
Transportation and material moving occupations,Asian,1000,2015
"Management, business, and financial operations occupations",Asian,8000,2015
Professional and related occupations,Asian,11000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,0,2015
Sales and related occupations,Asian,0,2015
Office and administrative support occupations,Asian,3000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,0,2015
Production occupations,Asian,0,2015
Transportation and material moving occupations,Asian,0,2015
"Management, business, and financial operations occupations",Asian,43000,2015
Professional and related occupations,Asian,16000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,0,2015
Sales and related occupations,Asian,2000,2015
Office and administrative support occupations,Asian,10000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,85000,2015
"Installation, maintenance, and repair occupations",Asian,13000,2015
Production occupations,Asian,6000,2015
Transportation and material moving occupations,Asian,3000,2015
"Management, business, and financial operations occupations",Asian,160000,2015
Professional and related occupations,Asian,302000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,6000,2015
Sales and related occupations,Asian,29000,2015
Office and administrative support occupations,Asian,71000,2015
"Farming, fishing, and forestry occupations",Asian,3000,2015
Construction and extraction occupations,Asian,3000,2015
"Installation, maintenance, and repair occupations",Asian,18000,2015
Production occupations,Asian,382000,2015
Transportation and material moving occupations,Asian,38000,2015
"Management, business, and financial operations occupations",Asian,106000,2015
Professional and related occupations,Asian,231000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,3000,2015
Sales and related occupations,Asian,9000,2015
Office and administrative support occupations,Asian,46000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,3000,2015
"Installation, maintenance, and repair occupations",Asian,17000,2015
Production occupations,Asian,240000,2015
Transportation and material moving occupations,Asian,17000,2015
"Management, business, and financial operations occupations",Asian,54000,2015
Professional and related occupations,Asian,71000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,3000,2015
Sales and related occupations,Asian,20000,2015
Office and administrative support occupations,Asian,25000,2015
"Farming, fishing, and forestry occupations",Asian,3000,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,1000,2015
Production occupations,Asian,142000,2015
Transportation and material moving occupations,Asian,21000,2015
"Management, business, and financial operations occupations",Asian,91000,2015
Professional and related occupations,Asian,130000,2015
Protective service occupations,Asian,1000,2015
"Service occupations, except protective",Asian,42000,2015
Sales and related occupations,Asian,621000,2015
Office and administrative support occupations,Asian,157000,2015
"Farming, fishing, and forestry occupations",Asian,1000,2015
Construction and extraction occupations,Asian,2000,2015
"Installation, maintenance, and repair occupations",Asian,19000,2015
Production occupations,Asian,32000,2015
Transportation and material moving occupations,Asian,57000,2015
"Management, business, and financial operations occupations",Asian,43000,2015
Professional and related occupations,Asian,22000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,1000,2015
Sales and related occupations,Asian,69000,2015
Office and administrative support occupations,Asian,27000,2015
"Farming, fishing, and forestry occupations",Asian,1000,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,3000,2015
Production occupations,Asian,7000,2015
Transportation and material moving occupations,Asian,18000,2015
"Management, business, and financial operations occupations",Asian,48000,2015
Professional and related occupations,Asian,108000,2015
Protective service occupations,Asian,1000,2015
"Service occupations, except protective",Asian,41000,2015
Sales and related occupations,Asian,552000,2015
Office and administrative support occupations,Asian,129000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,1000,2015
"Installation, maintenance, and repair occupations",Asian,16000,2015
Production occupations,Asian,24000,2015
Transportation and material moving occupations,Asian,38000,2015
"Management, business, and financial operations occupations",Asian,41000,2015
Professional and related occupations,Asian,31000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,5000,2015
Sales and related occupations,Asian,4000,2015
Office and administrative support occupations,Asian,84000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,2000,2015
"Installation, maintenance, and repair occupations",Asian,17000,2015
Production occupations,Asian,5000,2015
Transportation and material moving occupations,Asian,166000,2015
"Management, business, and financial operations occupations",Asian,53000,2015
Professional and related occupations,Asian,117000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,5000,2015
Sales and related occupations,Asian,21000,2015
Office and administrative support occupations,Asian,21000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,13000,2015
Production occupations,Asian,3000,2015
Transportation and material moving occupations,Asian,0,2015
"Management, business, and financial operations occupations",Asian,281000,2015
Professional and related occupations,Asian,137000,2015
Protective service occupations,Asian,2000,2015
"Service occupations, except protective",Asian,12000,2015
Sales and related occupations,Asian,95000,2015
Office and administrative support occupations,Asian,107000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,1000,2015
"Installation, maintenance, and repair occupations",Asian,5000,2015
Production occupations,Asian,3000,2015
Transportation and material moving occupations,Asian,5000,2015
"Management, business, and financial operations occupations",Asian,391000,2015
Professional and related occupations,Asian,731000,2015
Protective service occupations,Asian,22000,2015
"Service occupations, except protective",Asian,53000,2015
Sales and related occupations,Asian,28000,2015
Office and administrative support occupations,Asian,114000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,1000,2015
"Installation, maintenance, and repair occupations",Asian,11000,2015
Production occupations,Asian,21000,2015
Transportation and material moving occupations,Asian,11000,2015
"Management, business, and financial operations occupations",Asian,156000,2015
Professional and related occupations,Asian,1276000,2015
Protective service occupations,Asian,6000,2015
"Service occupations, except protective",Asian,356000,2015
Sales and related occupations,Asian,7000,2015
Office and administrative support occupations,Asian,158000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,2000,2015
"Installation, maintenance, and repair occupations",Asian,5000,2015
Production occupations,Asian,13000,2015
Transportation and material moving occupations,Asian,7000,2015
"Management, business, and financial operations occupations",Asian,182000,2015
Professional and related occupations,Asian,30000,2015
Protective service occupations,Asian,8000,2015
"Service occupations, except protective",Asian,527000,2015
Sales and related occupations,Asian,66000,2015
Office and administrative support occupations,Asian,59000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,4000,2015
"Installation, maintenance, and repair occupations",Asian,4000,2015
Production occupations,Asian,18000,2015
Transportation and material moving occupations,Asian,13000,2015
"Management, business, and financial operations occupations",Asian,34000,2015
Professional and related occupations,Asian,52000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,301000,2015
Sales and related occupations,Asian,17000,2015
Office and administrative support occupations,Asian,19000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,45000,2015
Production occupations,Asian,41000,2015
Transportation and material moving occupations,Asian,6000,2015
"Management, business, and financial operations occupations",Asian,34000,2015
Professional and related occupations,Asian,52000,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,267000,2015
Sales and related occupations,Asian,17000,2015
Office and administrative support occupations,Asian,18000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,45000,2015
Production occupations,Asian,41000,2015
Transportation and material moving occupations,Asian,6000,2015
"Management, business, and financial operations occupations",Asian,0,2015
Professional and related occupations,Asian,0,2015
Protective service occupations,Asian,0,2015
"Service occupations, except protective",Asian,34000,2015
Sales and related occupations,Asian,0,2015
Office and administrative support occupations,Asian,1000,2015
"Farming, fishing, and forestry occupations",Asian,0,2015
Construction and extraction occupations,Asian,0,2015
"Installation, maintenance, and repair occupations",Asian,0,2015
Production occupations,Asian,0,2015
Transportation and material moving occupations,Asian,0,2015
